Rank,Movie,"Release
Date",Distributor,Genre,MPAA,2015 Gross,Tickets Sold
336,Good Kill,5/15/2015,IFC Films,Drama,R,317072,37612
337,David and Goliath,4/3/2015,RiverRain / Ripple Effect,Drama,PG,316117,37499
338,Running Man,1/30/2015,China Lion Film Distribution,Reality,Not Rated,309297,36690
339,The Man in 3B,11/6/2015,Freestyle Releasing,Drama,R,291513,34580
340,Jafar Panahi’s Taxi,10/2/2015,Kino Lorber,Documentary,Not Rated,291088,34530
341,Above and Beyond,1/30/2015,International Film Circuit,Documentary,Not Rated,288751,34252
342,Go Away Mr. Tumor,8/14/2015,China Lion Film Distribution,Comedy,Not Rated,286639,34002
343,White God,3/27/2015,Magnolia Pictures,Drama,R,282358,33494
344,In the Name of My Daughter,5/15/2015,Cohen Media Group,Drama,R,277528,32921
345,Gabbar is Back,5/1/2015,Eros Entertainment,Action,Not Rated,276429,32791
346,Janis: Little Girl Blue,11/27/2015,FilmRise,Documentary,Not Rated,268786,31884
347,Nh10,3/13/2015,Eros Entertainment,Thriller/Suspense,Not Rated,262586,31148
348,Boruto: Naruto the Movie,10/9/2015,Eleven Arts,Action,Not Rated,259028,30726
349,Attack on Titan: Part 1,9/30/2015,FUNimation,Action,Not Rated,258794,30699
350,The Himalayas,12/18/2015,CJ Entertainment,Adventure,Not Rated,256901,30474
351,Love,10/30/2015,Alchemy,Drama,Not Rated,249665,29616
352,Attack on Titan: Part 2,10/20/2015,FUNimation,Action,Not Rated,243356,28867
353,Goodbye to Language,10/29/2014,Kino Lorber,Drama,Not Rated,240312,28506
354,Carter High,10/30/2015,PlayNow Enterprise,Drama,PG-13,240214,28495
355,Tevar,1/9/2015,Eros Entertainment,Action,Not Rated,236002,27995
356,Hamari Adhuri Kahani,6/12/2015,Fox International,Drama,Not Rated,235361,27919
357,45 Years,12/23/2015,IFC Films,Drama,R,229173,27185
358,Slow West,5/15/2015,A24,Western,R,229094,27176
359,A Royal Night Out,12/4/2015,Atlas Distribution,Drama,PG-13,228136,27062
360,The Grand Budapest Hotel,3/7/2014,Fox Searchlight,Comedy,R,225305,26727
361,Jeremy Scott: The People’s Designer,9/18/2015,The Vladar Company,Documentary,PG-13,225000,26690
362,A Pigeon Sat on a Branch Reflecting on Existence,6/3/2015,Magnolia Pictures,Comedy,PG-13,222989,26451
363,Pyaar Ka Punchnama 2,10/16/2015,Reliance Entertainment,Reality,Not Rated,222856,26436
364,The Boxtrolls,9/26/2014,Focus Features,Adventure,PG,218634,25935
365,Chocolate City,5/22/2015,Freestyle Releasing,Drama,R,212662,25226
366,Wolf Totem,9/11/2015, ,Adventure,PG-13,212616,25221
367,Fall in Love Like a Star,12/4/2015,China Lion Film Distribution,Drama,Not Rated,212508,25208
368,Anomalisa,12/30/2015,Paramount Pictures,Adventure,R,210632,24986
369,Wolf Totem,9/11/2015,Sony Pictures,Adventure,PG-13,210591,24981
370,The Babadook,11/28/2014,IFC Midnight,Horror,Not Rated,208700,24756
371,Dark Places,8/7/2015,A24,Thriller/Suspense,R,208588,24743
372,Hitchcock/Truffaut,12/2/2015,Cohen Media Group,Documentary,PG-13,206791,24530
373,Heneral Luna,10/30/2015,Abramorama Films,Action,R,206040,24441
374,Force Majeure,10/24/2014,Magnolia Pictures,Drama,R,201327,23882
375,The New Girlfriend,9/18/2015,Cohen Media Group,Thriller/Suspense,R,196284,23283
376,Escobar: Paradise Lost,6/26/2015,RADiUS-TWC,Drama,R,195792,23225
377,Merchants of Doubt,3/6/2015,Sony Pictures Classics,Documentary,PG-13,192362,22818
378,The Connection,5/15/2015,Drafthouse Films,Thriller/Suspense,R,190980,22654
379,Beeba Boys,10/16/2015,Mongrel Media,Thriller/Suspense,Not Rated,189786,22513
380,Lost and Love,3/20/2015,China Lion Film Distribution,Drama,Not Rated,188306,22337
381,Stonewall,9/25/2015,Roadside Attractions,Drama,R,187674,22262
382,Maggie,5/8/2015,Roadside Attractions,Drama,PG-13,187112,22195
383,Mustang,11/20/2015,Cohen Media Group,Drama,PG-13,186136,22080
384,Dope,6/19/2015,Open Road,Comedy,R,185037,21950
385,Lambert & Stamp,4/3/2015,Sony Pictures Classics,Documentary,R,183320,21746
386,3 Hearts,3/13/2015,Cohen Media Group,Drama,PG-13,182522,21651
387,An Honest Liar,3/6/2015,Abramorama Films,Documentary,Not Rated,180590,21422
388,The Young and Prodigious T.S. Spivet,7/31/2015,Weinstein Co.,Adventure,PG,176847,20978
389,Serena,3/27/2015,Magnolia Pictures,Drama,R,176391,20924
390,The Farewell Party,5/22/2015,IDP/Samuel Goldwyn Films,Black Comedy,Not Rated,172860,20505
391,The Taking of Tiger Mountain,1/2/2015,Well Go USA,Adventure,Not Rated,172343,20444
392,All Things Must Pass,10/16/2015,Gravitas Ventures,Documentary,Not Rated,166872,19795
393,The Equalizer,9/26/2014,Sony Pictures,Action,R,166112,19705
394,Winter's Sleep,12/19/2014,Adopt Films,Drama,Not Rated,165520,19634
395,Snow Girl and the Dark Crystal 3D,2/27/2015,Well Go USA,Action,Not Rated,165428,19623
396,Time Out of Mind,9/9/2015,IFC Films,Drama,Not Rated,164849,19555
397,Theeb,11/6/2015,Film Movement,Adventure,Not Rated,164704,19537
398,C'est Si Bon,2/13/2015,CJ Entertainment,Drama,Not Rated,164167,19474
399,Last Woman Standing,11/11/2015,China Lion Film Distribution,Drama,Not Rated,163406,19383
400,After the Ball,4/24/2015,Freestyle Releasing,Romantic Comedy,Not Rated,161820,19195
401,Human Capital,1/14/2015,Film Movement,Drama,Not Rated,158549,18807
402,Son of Saul,12/18/2015,Sony Pictures Classics,Drama,R,158534,18805
403,Hell & Back,10/2/2015,Freestyle Releasing,Adventure,R,157768,18715
404,The Homesman,11/14/2014,Roadside Attractions,Western,R,157192,18646
405,Experimenter,10/16/2015,Magnolia Pictures,Drama,PG-13,155575,18454
406,Desert Dancer,4/10/2015,Relativity,Drama,PG-13,155271,18418
407,Buen dia Ramon,1/30/2015,20th Century Fox,Drama,PG-13,154356,18310
408,Samba,7/24/2015,Entertainment One,Comedy,R,151530,17975
409,The Tribe,6/17/2015,Drafthouse Films,Drama,Not Rated,150565,17860
410,Forever Young,7/10/2015,China Lion Film Distribution,Comedy,Not Rated,149761,17765
411,The Last Five Years,2/13/2015,RADiUS-TWC,Musical,PG-13,147299,17473
412,Kurt Cobain: Montage Of Heck,4/24/2015,HBO Documentary Films,Documentary,Not Rated,140208,16632
413,A Brilliant Young Mind,9/11/2015,Samuel Goldwyn Films,Drama,PG-13,139511,16549
414,5 to 7,4/3/2015,IFC Films,Romantic Comedy,R,137112,16264
415,To the Arctic 3D,4/20/2012,Warner Bros.,Documentary,G,136146,16150
416,La Sapienza,3/20/2015,Kino Lorber,Drama,Not Rated,135392,16060
417,Cop Car,8/7/2015,Focus Features,Thriller/Suspense,R,134552,15961
418,Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,4/22/2015,Argot Pictures,Documentary,Not Rated,133443,15829
419,Manglehorn,6/19/2015,IFC Films,Drama,PG-13,132270,15690
420,Mississippi Grind,9/25/2015,A24,Drama,R,130541,15485
421,Kung Fu Killer,4/24/2015,Well Go USA,Action,Not Rated,129115,15316
422,Boulevard,7/10/2015,Starz Digital Media,Drama,R,126150,14964
423,Ida,5/2/2014,Music Box Films,Drama,PG-13,122448,14525
424,Z for Zachariah,8/28/2015,Roadside Attractions,Thriller/Suspense,PG-13,121461,14408
425,A Journey Through Time With Anthony,11/18/2015,China Lion Film Distribution,Drama,Not Rated,119376,14160
426,Digging for Fire,8/21/2015,The Orchard,Drama,R,119364,14159
427,Guardians of the Galaxy,8/1/2014,Walt Disney,Adventure,PG-13,116854,13861
428,Tangerines,4/17/2015,Samuel Goldwyn Films,Drama,Not Rated,114501,13582
429,Road Hard,3/6/2015,FilmBuff,Comedy,Not Rated,113169,13424
430,John Wick,10/24/2014,Lionsgate,Action,R,112512,13346
431,She's Funny That Way,8/21/2015,Lionsgate,Comedy,R,111993,13285
432,Memories of the Sword,8/28/2015,Well Go USA,Action,Not Rated,111071,13175
433,The Look of Silence,7/17/2015,Drafthouse Films,Documentary,PG-13,109089,12940
434,Do I Sound Gay?,7/10/2015,IFC Films,Documentary,Not Rated,108620,12884
435,The Beauty Inside,9/11/2015,Well Go USA,Drama,Not Rated,108238,12839
436,Adult Beginners,4/24/2015,RADiUS-TWC,Comedy,R,104808,12432
437,Results,5/29/2015,Magnolia Pictures,Comedy,R,104507,12397
438,Every Secret Thing,5/15/2015,Starz Digital Media,Thriller/Suspense,R,103536,12281
439,In Jackson Heights,11/4/2015,Zipporah,Documentary,Not Rated,102475,12155
440,Beyond the Brick: A LEGO Brickumentary,7/31/2015,RADiUS-TWC,Documentary,G,101531,12044
441,James White,11/13/2015,Film Arcade,Drama,R,101368,12024
442,Ghost in the Shell: The New Movie,11/10/2015,FUNimation,Action,Not Rated,101203,12005
443,Black Souls,4/10/2015,Vitagraph Films,Drama,Not Rated,100725,11948
444,I Am Eleven,9/12/2014,Proud Mother Pictures,Documentary,Not Rated,98057,11631
445,A Ballerina's Tale,10/14/2015,IFC Films,Documentary,Not Rated,96900,11494
446,1915,4/17/2015, ,Drama,Not Rated,96682,11468
447,A Poem Is a Naked Person,7/1/2015,Janus Films,Documentary,Not Rated,96592,11458
448,Man from Reno,3/27/2015,Gravitas Ventures,Thriller/Suspense,Not Rated,92918,11022
449,Saving Mr. Wu,10/2/2015,Dada Films,Action,Not Rated,92696,10995
450,Tales of Hoffmann,3/13/2015,Rialto Pictures,Musical,Not Rated,91930,10905
451,Christmas Eve,12/4/2015,Unstuck LLC,Comedy,PG,91302,10830
452,Beasts of No Nation,10/16/2015,Bleecker Street,Drama,Not Rated,90777,10768
453,Sunshine Superman,5/22/2015,Magnolia Pictures,Documentary,PG,88097,10450
454,Queen of Earth,8/26/2015,IFC Films,Drama,Not Rated,86616,10274
455,Hero,9/11/2015,Eros Entertainment,Drama,Not Rated,84961,10078
456,The End of the Tour,7/31/2015,A24,Drama,R,83196,9869
457,Trace Amounts,1/2/2015,Gathr Films,Documentary,Not Rated,80735,9577
458,Heaven Knows What,5/29/2015,RADiUS-TWC,Drama,R,80312,9526
459,Nasty Baby,10/23/2015,The Orchard,Drama,R,79800,9466
460,Blackbird,4/24/2015,Image Entertainment,Drama,R,78400,9300
461,Tab Hunter Confidential,10/15/2015, ,Documentary,Not Rated,78323,9290
462,Batkid Begins: The Wish Heard Around the World,6/26/2015,Warner Bros.,Documentary,PG,74709,8862
463,Dragon Blade,9/4/2015,Lionsgate,Action,R,74070,8786
464,Six Dance Lessons in Six Weeks,12/12/2014,Dada Films,Comedy,Not Rated,73899,8766
465,The Principle,10/24/2014,Rocky Mountain Pictures,Reality,PG,72717,8625
466,Backcountry,3/20/2015,IFC Midnight,Thriller/Suspense,R,71191,8444
467,Freaks of Nature,10/30/2015,Sony Pictures,Black Comedy,R,70958,8417
468,The Wonders,10/30/2015,Oscilloscope Pictures,Drama,Not Rated,70805,8399
469,I Am Big Bird: The Caroll Spinney Story,5/6/2015,TriBeca Films,Documentary,Not Rated,67845,8048
470,Deep Sea 3-D,3/3/2006,Warner Bros.,Documentary,G,65701,7794
471,Eden,6/19/2015,Broad Green Pictures,Drama,R,65460,7765
472,National Gallery,11/5/2014,Zipporah,Documentary,Not Rated,64597,7662
473,Devil and Angel,12/31/2015,China Lion Film Distribution,Comedy,Not Rated,64470,7647
474,Office,9/18/2015,China Lion Film Distribution,Musical,Not Rated,63029,7476
475,Drunk Stoned Brilliant Dead The Story of the National Lampoon,9/25/2015,Magnolia Pictures,Documentary,Not Rated,62684,7435
476,Only You,7/24/2015,China Lion Film Distribution,Romantic Comedy,Not Rated,61565,7303
477,Dark Star: H.R. Giger's World,5/13/2015,Icarus Films,Documentary,Not Rated,61303,7272
478,Girlhood,1/30/2015,Strand,Drama,Not Rated,60765,7208
479,The Pyramid,12/5/2014,20th Century Fox,Horror,R,60598,7188
480,Güeros,5/20/2015,Kino Lorber,Comedy,Not Rated,60171,7137
481,Cooties,9/18/2015,Lionsgate,Black Comedy,R,60058,7124
482,I Smile Back,10/23/2015,Broad Green Pictures,Drama,R,58738,6967
483,Jauja,3/20/2015,Cinema Guild,Drama,Not Rated,58403,6927
484,Rififi,9/2/2015,Rialto Pictures,Thriller/Suspense,Not Rated,57749,6850
485,Brian Wilson: I Just Wasn't Made for These Times,8/27/2015,Northern Arts Entertainment,Documentary,Not Rated,56744,6731
486,The Duke of Burgundy,1/23/2015,IFC Films,Drama,Not Rated,56657,6720
487,The Judge,10/10/2014,Warner Bros.,Drama,R,56282,6676
488,Antarctica: A Year on Ice,11/28/2014,Music Box Films,Documentary,PG,54710,6489
489,Beloved Sisters,1/9/2015,Music Box Films,Drama,Not Rated,54064,6413
490,Beyond the Lights,11/14/2014,Relativity,Drama,PG-13,54018,6407
491,The Ark of Mr. Chow,6/19/2015,China Lion Film Distribution,Comedy,Not Rated,53252,6316
492,Aloft,5/22/2015,Sony Pictures Classics,Drama,R,53086,6297
493,The Quay Brothers in 35MM,8/19/2015,Zeitgeist,Documentary,Not Rated,51858,6151
494,Flowers,10/30/2015,Music Box Films,Drama,Not Rated,51238,6078
495,We Come as Friends,8/14/2015,BBC Worldwide North America,Documentary,Not Rated,50921,6040
496,The Yes Men Are Revolting,11/20/2014,The Orchard,Documentary,Not Rated,50190,5953
497,Heist,11/13/2015,Lionsgate,Thriller/Suspense,R,50136,5947
498,Spring,3/20/2015,Drafthouse Films,Horror,Not Rated,49970,5927
499,Difret,10/16/2015,Truth Aid/Amplify,Drama,Not Rated,49667,5891
500,Red Herring,10/30/2015,Indican Pictures,Drama,Not Rated,49480,5869
501,Bangistan,7/31/2015,Eros Entertainment,Black Comedy,Not Rated,48694,5776
502,Appropriate Behavior,1/16/2015,Gravitas Ventures,Comedy,Not Rated,46912,5564
503,Shanghai,10/2/2015,Weinstein Co.,Drama,R,46425,5507
504,Beyond The Reach,4/17/2015,Roadside Attractions,Thriller/Suspense,R,45895,5444
505,Lost River,4/10/2015,Warner Bros.,Thriller/Suspense,R,45431,5389
506,Mr. X,4/17/2015,Fox International,Thriller/Suspense,Not Rated,44995,5337
507,Madame Bovary,6/12/2015,Alchemy,Drama,R,44234,5247
508,The Salvation,2/27/2015,IFC Films,Western,R,43318,5138
509,Ingrid Bergman - In Her Own Words,11/13/2015,Rialto Pictures,Documentary,Not Rated,42381,5027
510,Breathe,9/11/2015,Film Movement,Drama,Not Rated,42313,5019
511,Nowitzki: The Perfect Shot,7/10/2015,Magnolia Pictures,Documentary,Not Rated,41340,4903
512,Love Thy Nature,4/14/2015,In The Light Productions LLC,Documentary,Not Rated,41336,4903
513,Queen and Country,2/18/2015, ,Drama,Not Rated,41297,4898
514,Zero Motivation,12/3/2014,Zeitgeist,Drama,Not Rated,41152,4881
515,The Seven Five,5/8/2015,IFC Films,Documentary,R,40674,4824
516,The New Rijksmuseum,6/19/2015,First Run Features,Documentary,Not Rated,40578,4813
517,What Our Fathers Did: A Nazi Legacy,11/6/2015,Oscilloscope Pictures,Documentary,Not Rated,40119,4759
518,Entertainment,11/13/2015,Magnolia Pictures,Drama,R,39864,4728
519,Charlie's Country,6/5/2015,Monument Releasing,Drama,Not Rated,39436,4678
520,Prophet's Prey,9/18/2015,Showtime Original,Documentary,Not Rated,39347,4667
521,Stations of the Cross,7/10/2015,Film Movement,Drama,Not Rated,38818,4604
522,Lila & Eve,7/17/2015,Samuel Goldwyn Films,Drama,R,38263,4538
523,Before We Go,9/4/2015,Radius,Drama,PG-13,37151,4406
524,The Mafia Only Kills in Summer,3/6/2015,Distrib Films,Black Comedy,Not Rated,37134,4404
525,Grey Gardens,3/6/2015,Janus Films,Documentary,PG,36923,4379
526,Knock Knock,10/9/2015,Lionsgate,Thriller/Suspense,R,36336,4310
527,The Kindergarten Teacher,7/31/2015,Kino Lorber,Drama,Not Rated,36190,4293
528,Welcome to Leith,9/9/2015,First Run Features,Documentary,Not Rated,36010,4271
529,Finders Keepers,9/25/2015,The Orchard,Documentary,R,35555,4217
530,The Pearl Button,10/23/2015,Kino Lorber,Documentary,Not Rated,34929,4143
531,Office,9/18/2015,China Lion Film Distribution,Multiple Genres,Not Rated,34144,4050
532,Song One,1/23/2015,Cinedigm/Film Arcade,Drama,PG-13,32251,3825
533,The Search for General Tso,1/2/2015,Sundance Selects,Documentary,Not Rated,32119,3810
534,Wild City,7/31/2015,Well Go USA,Action,Not Rated,32053,3802
535,Amira & Sam,1/30/2015,Drafthouse Films,Romantic Comedy,Not Rated,31848,3777
536,The Forbidden Room,10/7/2015,Kino Lorber,Comedy,Not Rated,31734,3764
537,Hard to Be a God,1/30/2015,Kino Lorber,Drama,Not Rated,31443,3729
538,Don Verdean,12/11/2015,Lionsgate,Comedy,PG-13,31309,3713
539,People Places Things,8/14/2015,Film Arcade,Comedy,R,30768,3649
540,Love on the Cloud,12/24/2014,China Lion Film Distribution,Comedy,PG-13,30708,3642
541,Match,1/14/2015,IFC Films,Comedy,R,30566,3625
542,Runoff,6/26/2015,Monterey Media,Drama,R,30186,3580
543,Paul Taylor Creative Domain,9/11/2015,Resident Artist,Documentary,Not Rated,30168,3578
544,3 and 1/2 Minutes,6/19/2015,Participant Media,Documentary,Not Rated,29725,3526
545,Paulette,8/14/2015,Cohen Media Group,Comedy,R,29086,3450
546,Rebels Of the Neon God,4/10/2015,Big World Pictures,Drama,Not Rated,28791,3415
547,Americons,1/23/2015,Archstone Entertainment,Action,R,28782,3414
548,Le jour se leve,11/14/2014,Rialto Pictures,Drama,Not Rated,28339,3361
549,The Nightmare,6/5/2015,Gravitas Ventures,Horror,Not Rated,28281,3354
550,Censored Voices,11/20/2015,Music Box Films,Documentary,Not Rated,28231,3348
551,Like Sunday Like Rain,3/6/2015,Monterey Media,Drama,R,28208,3346
552,7 Chinese Brothers,8/28/2015,Screen Media Films,Comedy,Not Rated,28180,3342
553,The Cut,9/18/2015,Strand,Drama,Not Rated,28066,3329
554,Dear White People,10/17/2014,Lionsgate/Roadside Attractions,Comedy,R,27532,3265
555,The Keeping Room,9/25/2015,Drafthouse Films,Western,R,27166,3222
556,Elsa & Fred,11/7/2014,Alchemy,Comedy,PG-13,26754,3173
557,Tap World,7/10/2015,Vitagraph Films,Documentary,Not Rated,26747,3172
558,Peace Officer,9/16/2015,Submarine Deluxe,Documentary,Not Rated,26632,3159
559,The Best of Me,10/17/2014,Relativity,Drama,PG-13,26454,3138
560,Sagrada: The Mystery of Creation,9/12/2014,First Run Features,Documentary,Not Rated,26155,3102
561,Last Days in Vietnam,9/5/2014,American Experience/PBS Films,Documentary,Not Rated,26083,3094
562,The Things of Life,6/12/2015,Rialto Pictures,Drama,Not Rated,25314,3002
563,Love at First Fight,5/22/2015,Strand,Romantic Comedy,Not Rated,25229,2992
564,R100,1/23/2015,Drafthouse Films,Black Comedy,Not Rated,24956,2960
565,Big Game,6/26/2015,EuropaCorp,Action,PG-13,24752,2936
566,Forgotten,9/18/2015,Cinema Libre,Drama,Not Rated,24638,2922
567,Kill Me Three Times,4/10/2015,Magnolia Pictures,Thriller/Suspense,R,24296,2882
568,Hippocrates: Diary of a French Doctor,6/15/2015,Distrib Films,Drama,Not Rated,23050,2734
569,Slow Learners,8/19/2015,IFC Films,Romantic Comedy,Not Rated,22930,2720
570,Court,7/15/2015,Zeitgeist,Drama,Not Rated,22898,2716
571,The Epic of Everest,5/8/2015,Kino International,Documentary,Not Rated,22382,2655
572,Can't Stand Losing You: Surviving the Police,3/20/2015,Cinema Libre,Documentary,Not Rated,22326,2648
573,Metropolitan,8/3/1990, ,Comedy,PG-13,22284,2643
574,Animals,5/15/2015,Oscilloscope Pictures,Drama,Not Rated,22001,2609
575,Futuro Beach,2/27/2015,Strand,Drama,Not Rated,20620,2446
576,Boy Meets Girl,2/6/2015,Bramacharia LLC,Romantic Comedy,Not Rated,20441,2424
577,Love Rosie,2/6/2015,Film Arcade,Romantic Comedy,R,20431,2423
578,Friends and Romans,10/23/2015,Paladin,Comedy,Not Rated,20136,2388
579,Forbidden Games,4/24/2015,Rialto Pictures,Drama,PG,19889,2359
580,Misery Loves Comedy,4/24/2015,TriBeca Films,Documentary,Not Rated,19634,2329
581,Actress,11/7/2014,Cinema Guild,Documentary,Not Rated,19365,2297
582,The Challenger,9/11/2015,Freestyle Releasing,Action,PG-13,19003,2254
583,Chimes at Midnight,1/1/2016,Janus Films,Comedy,Not Rated,18958,2248
584,Meet the Mormons,10/10/2014,Purdie Distribution,Documentary,PG,18805,2230
585,El Ardor,7/17/2015,Strand,Western,R,18572,2203
586,Monk With a Camera,11/21/2014,Kino Lorber,Documentary,Not Rated,18275,2167
587,The Little Death,6/26/2015,Magnolia Pictures,Comedy,Not Rated,18238,2163
588,The Great Museum,4/24/2015,Kino Lorber,Documentary,Not Rated,18020,2137
589,The Other One,8/14/2015,Indican Pictures,Drama,Not Rated,17727,2102
590,The Boy and the World,12/11/2015,GKIDS,Adventure,PG,17580,2085
591,Trash,10/9/2015,Focus Features,Adventure,R,17484,2074
592,Strangerland,7/10/2015,Alchemy,Drama,R,17472,2072
593,Eastern Boys,2/27/2015,First Run Features,Drama,Not Rated,16831,1996
594,Extraction,12/18/2015,Lionsgate,Thriller/Suspense,R,16775,1989
595,Eva,3/13/2015,Weinstein Co.,Drama,PG-13,16738,1985
596,Noma: My Perfect Storm,12/18/2015,Magnolia Pictures,Documentary,Not Rated,16700,1981
597,This Changes Everything,10/2/2015,Abramorama Films,Documentary,Not Rated,16692,1980
598,A Hard Day,7/17/2015,Kino Lorber,Thriller/Suspense,Not Rated,16563,1964
599,Girlhood,10/31/2003, ,Documentary,Not Rated,16562,1964
600,The King and the Mockingbird,11/21/2014,Rialto Pictures,Adventure,Not Rated,16396,1944
601,Full Moon in Paris,4/17/2015,Film Movement,Drama,Not Rated,16275,1930
602,Hits,2/13/2015,Honora Productions,Comedy,Not Rated,15156,1797
603,Cheatin',4/3/2015,Plymptoons,Drama,Not Rated,15077,1788
604,Far Too Far,4/3/2015,Time and Tide Productions Inc.,Drama,Not Rated,15000,1779
605,Only Yesterday,1/1/2016,GKIDS,Drama,PG,14970,1775
606,Zombeavers,3/20/2015,Freestyle Releasing,Black Comedy,R,14947,1773
607,10 Days in a Madhouse,11/11/2015,Cafe Pictures,Drama,R,14616,1733
608,Buzzard,3/6/2015,Oscilloscope Pictures,Black Comedy,Not Rated,14591,1730
609,The Human Centipede 3 (Final Sequence),5/22/2015,IFC Midnight,Horror,Not Rated,14562,1727
610,Amour fou,3/18/2015,Film Movement,Drama,Not Rated,14296,1695
611,The World of Kanako,12/4/2015,Drafthouse Films,Drama,Not Rated,14129,1676
612,River of Fundament,12/4/2015,International Film Circuit,Drama,Not Rated,13981,1658
613,Eli,6/19/2015,Eros Entertainment,Comedy,Not Rated,13547,1606
614,The Passionate Thief,12/5/2014,Rialto Pictures,Comedy,Not Rated,13135,1558
615,Going Away,10/2/2015,Cohen Media Group,Drama,Not Rated,12494,1482
616,The Armor Of Light,10/30/2015,Fork Films,Documentary,PG-13,12267,1455
617,Of Horses and Men,3/13/2015,Music Box Films,Comedy,Not Rated,11894,1410
618,Emptying The Skies,4/22/2015,Music Box Films,Documentary,Not Rated,11811,1401
619,Marie's Story,5/1/2015,Film Movement,Drama,Not Rated,11720,1390
620,Listen Up Philip,10/17/2014,TriBeca Films,Black Comedy,Not Rated,11640,1380
621,The Kidnapping of Michel Houellebecq,3/25/2015,Kino Lorber,Comedy,Not Rated,11546,1369
622,The Devil's Violinist,1/30/2015,Freestyle Releasing,Drama,R,11294,1339
623,1001 Grams,5/8/2015,Kino Lorber,Drama,Not Rated,10983,1302
624,Just Before I Go,4/24/2015,Anchor Bay/Freestyle,Comedy,R,10970,1301
625,Sembene!,11/13/2015,Kino Lorber,Documentary,Not Rated,10945,1298
626,Diplomacy,10/15/2014,Zeitgeist,Drama,Not Rated,10880,1290
627,Walking the Camino: Six Ways to Santiago,9/6/2013,Future Educational Films,Documentary,Not Rated,10783,1279
628,Mala Mala,7/1/2015,Strand,Documentary,Not Rated,10761,1276
629,The Overnighters,10/10/2014,Drafthouse Films,Documentary,PG-13,10741,1274
630,Stray Dogs,9/11/2014,Cinema Guild,Drama,Not Rated,10433,1237
631,The Forecaster,3/17/2015,Autlook Films,Documentary,Not Rated,10172,1206
632,The Life and Mind of Mark DeFriest,3/6/2015,City Drive Films,Documentary,Not Rated,10021,1188
633,My Old Lady,9/10/2014,Cohen Media Group,Comedy,PG-13,9922,1176
634,Wild Canaries,2/25/2015,IFC Films,Comedy,Not Rated,9795,1161
635,The Winding Steam,12/16/2015,Argot Pictures,Documentary,Not Rated,9566,1134
636,Station to Station,8/21/2015,Submarine Deluxe,Documentary,Not Rated,9494,1126
637,Still Life,1/16/2015,TriBeca Films,Comedy,Not Rated,9481,1124
638,One Cut One Life,5/13/2015,First Run Features,Documentary,Not Rated,9406,1115
639,Medeas,3/13/2015,The Vladar Company,Drama,Not Rated,9313,1104
640,Cupcakes,3/27/2015,Strand,Drama,Not Rated,9129,1082
641,Arabian Nights: Vol. 1 The Restless One,12/4/2015,Kino Lorber,Drama,Not Rated,9057,1074
642,The Lesson,2/27/2015,Film Movement,Drama,Not Rated,9045,1072
643,The Hallow,11/13/2015,IFC Midnight,Horror,Not Rated,8967,1063
644,Butterfly Girl,2/27/2015,Indican Pictures,Documentary,Not Rated,8956,1062
645,Why Don't You Play in Hell?,11/7/2014,Drafthouse Films,Action,Not Rated,8913,1057
646,Northern Soul,10/2/2015,Freestyle Releasing,Drama,R,8886,1054
647,B-Side,7/10/2015,Indican Pictures,Romantic Comedy,Not Rated,8870,1052
648,Paulo Coelho’s Best Story,7/31/2015,Music Box Films,Drama,Not Rated,8808,1044
649,Dawn of the Crescent Moon,7/17/2015,Indican Pictures,Thriller/Suspense,Not Rated,8799,1043
650,Little Accidents,1/16/2015,Amplify,Drama,Not Rated,8649,1025
651,Meet Me in Montenegro,7/10/2015,The Orchard,Romantic Comedy,Not Rated,8612,1021
652,Farewell to Hollywood,2/25/2015,International Film Circuit,Documentary,Not Rated,8601,1020
653,Wa-shoku: Beyond Sushi,4/10/2015, ,Documentary,Not Rated,8570,1016
654,Conte d'hiver,12/19/2014,Big World Pictures,Drama,Not Rated,8406,997
655,Counting,7/31/2015,Cinema Guild,Documentary,Not Rated,8374,993
656,The Girl in the Book,12/11/2015,Freestyle Releasing,Drama,Not Rated,8245,978
657,A Fool,12/1/2015,Clarius Entertainment,Comedy,Not Rated,8212,974
658,Jellyfish Eyes,5/1/2014, ,Comedy,Not Rated,8176,969
659,Hiroshima Mon Amour,10/17/2014,Rialto Pictures,Drama,Not Rated,8139,965
660,Army of Shadows,4/28/2006,Rialto Pictures,Drama,Not Rated,8100,960
661,The Dinner,8/7/2015,Film Movement,Drama,Not Rated,8054,955
662,Steak (R)evolution,7/17/2015,Kino Lorber,Documentary,Not Rated,8025,951
663,Straight Outta Tompkins,3/6/2015,Indican Pictures,Drama,Not Rated,8022,951
664,If You Don't I Will,12/17/2014,Film Movement,Comedy,Not Rated,8012,950
665,Gone Doggy Gone,6/26/2015,Indican Pictures,Comedy,Not Rated,8001,949
666,One Small Hitch,2/6/2015,Freestyle Releasing,Romantic Comedy,PG-13,7965,944
667,Kilo Two Bravo,11/13/2015,Honora Productions,Drama,R,7891,936
668,The Great Man,8/14/2015,Distrib Films,Drama,Not Rated,7814,926
669,Area 51,5/15/2015,Paramount Pictures,Thriller/Suspense,R,7556,896
670,On the Way to School,2/6/2015,Distrib Films,Documentary,G,7424,880
671,Rubble Kings,6/19/2015,Saboteur Media,Documentary,Not Rated,7416,879
672,The Film Critic,5/15/2015,Music Box Films,Comedy,Not Rated,7358,872
